epoch,epoch_time,forward_time,backward_time,comm_time,update_time,loss,train_acc,val_f1,test_f1,peak_memory_mb,config
1,10.598930416977964,9.860861332970671,0.0,0.7208260420011356,0.00019483297364786267,4.023792694119165,0.020256662604036992,0.023660652232011595,0.02317757709661159,9592.0078125,spark_4
2,4.363287624961231,4.28148116695229,0.0,0.06936591595876962,6.483303150162101e-05,3.9987409050670544,0.02043915505992922,0.023817062894186523,0.023399805798254316,9592.0078125,spark_4
3,4.226736458018422,4.152687249996234,0.0,0.0601578340283595,0.00017850002041086555,3.9741976224441444,0.020660753042084062,0.0238843474922134,0.02368683142670024,9592.0078125,spark_4
