epoch,epoch_time,forward_time,backward_time,comm_time,update_time,loss,train_acc,val_f1,test_f1,peak_memory_mb,config
1,41.6066506660427,20.237757625000086,21.351790832995903,0.0,7.758400170132518e-05,3.864269904257676,0.05648141509864369,0.015000445787858101,0.014423854311012235,8858.81640625,sequential_run3
2,41.721713625011034,20.61115204100497,21.093444292026106,0.0,8.983304724097252e-05,3.835644506627658,0.06555389719157145,0.017897086769562132,0.01706425847740274,8858.81640625,sequential_run3
3,42.6910490829614,20.66679045901401,22.007041417004075,0.0,7.90000194683671e-05,3.807624934791648,0.07431353507439827,0.020305849647439665,0.01919578166429498,8858.81640625,sequential_run3
