epoch,epoch_time,forward_time,backward_time,comm_time,update_time,loss,train_acc,val_f1,test_f1,peak_memory_mb,config
1,6.984957833017688,6.8993222920107655,0.0,0.06722016597632319,0.00018520897720009089,3.9279488196377113,0.03808878257979157,0.01349939716401996,0.012734913832194114,9592.0078125,spark_8_run3
2,4.164821250014938,4.069016624998767,0.0,0.07460795796941966,7.49579630792141e-05,3.896022786598894,0.04085875735672713,0.014452387617847878,0.013787904106670428,9592.0078125,spark_8_run3
3,3.2725318750017323,3.202055709029082,0.0,0.048226417042315006,0.0005713339778594673,3.864864870112386,0.04408496327339325,0.015510064007529035,0.014790142305588751,9592.0078125,spark_8_run3
